Checked AuthorID,Total Count
213065,51
220504,5
225178,3
215854,2
219377,7
218352,3
222411,11
219073,6
222582,64
211507,6
222763,1
214547,1
218900,11
212503,49
216370,38
221237,4
224073,30
220196,19
211504,4
224134,1
223833,12
227062,8
213526,2
216750,25
225536,9
227007,13
204830,18
214682,1
220014,10
215020,1
219260,7
211523,5
222970,5
223019,57
217917,5
222815,1
213554,18
213108,1
218219,49
223965,4
226665,2
213999,55
223381,15
216848,3
214673,1
218591,5
220236,23
216889,1
222463,1
217816,7
217427,8
211510,1
225692,21
221378,53
218411,12
220524,33
224141,17
222361,2
225503,108
219623,4
213574,9
216182,1
222843,29
218116,28
221901,68
222602,3
222949,71
226820,3
225820,4
224677,4
214659,1
211563,4
216196,2
219895,13
219754,3
226084,4
217678,26
226385,21
224280,1
218165,89
214962,16
224054,14
223435,5
213265,7
211525,3
225181,53
221104,40
218157,8
224148,11
223901,18
213365,17
223819,4
212041,2
214691,18
213596,29
214272,37
221865,49
216056,12
217176,1
220247,22
223454,76
224600,2
220626,14
218784,7
214028,1
212690,3
213130,1
218414,1
213859,4
226507,1
225527,10
224394,1
219517,34
215342,10
218227,18
215917,4
227045,13
216276,16
216694,24
217215,1
226897,1
211512,3
223727,8
215922,1
212933,4
225376,18
218383,1
225801,30
226202,2
215911,4
224491,1
217171,11
213768,1
222795,5
217901,48
211447,22
217204,4
221275,32
227210,3
218786,55
220232,1
223599,39
224063,11
220304,18
226570,10
221118,22
225626,4
213430,2
214882,24
221673,2
218200,12
216506,4
224804,1
214775,1
226083,4
211537,42
219188,3
216273,3
220152,43
213193,7
217992,61
222811,50
211555,6
213472,1
221924,15
226732,1
218776,34
213908,2
215972,3
226427,1
213518,6
215746,2
227142,7
223093,16
225881,15
220843,5
221240,4
212302,11
222938,1
211432,6
219561,8
223051,4
224128,1
212232,2
219815,5
219451,17
221675,2
215245,2
220239,9
222371,20
223936,2
226227,29
216683,11
224484,20
222423,2
222244,2
219183,2
219273,11
223957,4
223781,7
216928,1
217954,33
214623,1
223958,5
223061,1
211425,2
225365,3
222744,4
211649,13
215334,1
219232,4
213884,5
211500,1
220623,2
213048,15
212033,15
221268,47
223853,102
220696,2
222810,7
212040,2
212357,17
226531,3
220994,1
221716,1
222883,4
217477,3
215830,7
222892,4
220463,3
211534,8
221726,1
216314,1
224758,1
221972,26
217403,1
222846,20
218815,15
221272,15
220220,2
212657,8
221273,8
221245,36
218021,26
226351,13
217841,4
222116,65
213901,4
221236,9
221244,9
224446,31
225696,7
221229,8
221246,1
226008,15
223445,12
221283,25
18,1
211608,1
215028,1
218190,8
219650,3
219615,2
221881,11
227143,1
220491,12
215035,1
224227,11
220445,1
219538,44
221838,39
211429,5
213328,3
227328,1
214318,22
221238,18
215336,1
226707,1
225997,64
225389,8
226088,9
221281,16
227361,1
211476,4
213493,2
218289,16
212395,1
220025,6
217418,70
225602,5
215491,1
223072,8
215468,3
227078,37
221786,7
218108,42
224424,1
225937,4
225690,16
217853,32
211572,5
225694,10
215091,1
221241,11
213521,36
223648,15
216483,1
211611,43
217450,3
222778,14
227268,16
212876,30
225293,14
222858,1
219882,2
219207,1
227203,5
219983,27
221797,15
219393,23
221791,15
224225,1
218445,1
14949,16
216187,95
220478,7
219764,6
220165,6
225070,4
218350,2
222363,11
220643,4
221802,44
220127,20
227073,1
217308,2
217716,2
223235,28
218705,1
225987,1
224561,27
227265,2
221780,28
224711,3
217122,15
225171,1
125647,5
224130,4
213326,8
227018,34
214115,21
214329,2
224976,2
224984,1
227286,1
212224,21
122598,13
224444,15
225867,1
223009,23
221234,13
211585,1
224476,5
211513,2
211502,1
220256,6
211580,1
211503,3
211520,1
221815,27
218250,89
221793,19
225695,1
224767,39
213553,36
220388,30
217174,8
116909,3
225297,12
217132,4
223945,18
217294,4
219289,1
223900,113
217419,15
218122,1
223948,3
220109,52
216797,30
211428,29
212008,17
223894,27
224006,21
215037,4
216893,19
225650,3
219876,3
226697,4
218256,23
224854,1
217653,25
218876,9
211459,34
224000,26
226254,23
220646,1
220382,43
217869,3
225852,1
222919,2
217766,29
215688,1
221017,17
218590,2
218625,1
213211,8
216328,12
222785,29
